Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
Wish You,"Drama, Mystery","Romantic Dramas,Korean Movies,Dramas,LGBTQ Movies,Romantic Movies","English, Vietnamese, Khmer",Movie,5.6,"Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Belgium,South Africa,Portugal,Thailand,Hungary,Slovakia,Sweden,Israel,Netherlands,Australia,Switzerland,Germany,United Kingdom,Turkey,India,Malaysia,Hong Kong,Japan,South Korea,Russia,Iceland,Canada,Mexico,Singapore,Argentina,Brazil,United States,Colombia,Romania",1-2 hour,Kieran Darcy-Smith,"Felicity Price, Kieran Darcy-Smith","Antony Starr, Felicity Price, Teresa Palmer, Joel Edgerton",R,5.9,72.0,60.0,10.0,23.0,46347.0,2013-06-07,2021-01-15,"Aquarius Films, Blue-Tongue Films",https://www.netflix.com/watch/81397897,https://www.imdb.com/title/tt1684925,"Singing and dreaming together, a talented singer-songwriter and a same-aged keyboardist add harmony and love to each other’s lives.",5228.0,https://occ-0-4039-1500.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbjMU9QdiaJOtfO3jXF0k2Io2-quraWj-oIdkP2stE0ei_wqyW-F0XxdRYtrXtqP2BjIp2frpRxAvWijJdWCxrpRow.jpg?r=9b4,https://m.media-amazon.com/images/M/MV5BMTYzNzY5Njg1MV5BMl5BanBnXkFtZTcwNzU0OTIzOQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=4orkIeDUvLA,YouTube
Marlina the Murderer in Four Acts,"Drama, Thriller, Western","Dramas,Westerns,Thrillers,Indonesian Films",Indonesian,Movie,7.8,Singapore,1-2 hour,Mouly Surya,"Rama Adi, Mouly Surya, Garin Nugroho","Tumpal Tampubolon, Yoga Pratama, Egy Fedly, Marsha Timothy",Not Rated,7.0,98.0,77.0,19.0,26.0,17788.0,2017-11-16,2021-01-14,"Cinesurya Pictures, Icarus Films",https://www.netflix.com/watch/81343002,https://www.imdb.com/title/tt5923026,"After encountering a group of bandits with plans to rape and steal from her, a young widow ventures into the wilderness in search of justice.",2545.0,https://occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbi5Sh6LCWcxmHW4bi3q-bbkMHw5JpYjfVFx7npskDUEuzhm9ZnKq29xmIVzEgaXHJ_K0lMbPDWJDA8bKW0bgp8xbg.jpg?r=428,https://m.media-amazon.com/images/M/MV5BZTgzNWUyMDUtOTlhZi00NzE5LWI5YTAtZjcxMDQ5YzE5N2ZmXkEyXkFqcGdeQXVyMzY3MDU4NDk@._V1_SX300.jpg,https://www.youtube.com/watch?v=Ikgy2Xukwng,YouTube
Infamous,"Biography, Crime, Drama","Dramas,Crime Dramas,Thrillers,Crime Thrillers",English,Movie,3.5,Canada,1-2 hour,Douglas McGrath,"Douglas McGrath, George Plimpton","Sigourney Weaver, Sandra Bullock, Gwyneth Paltrow, Toby Jones",R,7.0,74.0,68.0,3.0,2.0,1151330.0,2006-10-13,2021-01-08,Jack &amp; Henry Prods./Killer Films,https://www.netflix.com/watch/81298406,https://www.imdb.com/title/tt0420609,A Florida waitress and an ex-con become a modern-day Bonnie and Clyde when they document a crime spree on social media and amass millions of followers.,16294.0,https://occ-0-406-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUr1zSsiIJ4eKvuHlpfugXDwE95vtjm-xU2vqAGFnBkqQQO9V8diT2pq6VY85PPVDjy3wPw9QvaosWaEAC75cAyu5Q.jpg?r=8d6,https://m.media-amazon.com/images/M/MV5BMjQ1NTAyODYxOF5BMl5BanBnXkFtZTgwODE0MDczMjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=jZw8ORyIbLI,YouTube
Midnight Family,"Documentary, Action, Crime, Drama","Social & Cultural Documentaries,Mexican Films,Documentaries",Spanish,Movie,8.5,"Mexico,Argentina,Colombia",1-2 hour,Luke Lorentzen,Luke Lorentzen,"Juan Ochoa, Josue Ochoa, Manuel Hernandez, Fer Ochoa",Unrated,7.4,97.0,81.0,23.0,26.0,42310.0,2020-03-06,2021-01-02,"Hedgehog Films, No Ficción",https://www.netflix.com/watch/81117674,https://www.imdb.com/title/tt6010976,"This documentary races through the streets of Mexico City with the Ochoa family, whose ambulance service faces life-or-death situations every night.",1412.0,https://occ-0-247-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTpL7xtyFwSYBlEbuK1d9dQX1i9fBF3F3Hzf6P8O6G8DoeGhb_mihqT1DBmX9lPL_kRHfj8qpY2-i1WzVd_ct7y-hg.jpg?r=1fc,https://m.media-amazon.com/images/M/MV5BMGYyZTk5MjYtNGY2ZS00NzRhLTgwMWMtZjhmMmQ4OGFkNTNiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=R-i4TXyjHN8,YouTube
My Girl,"Comedy, Drama, Family, Romance","TV Comedies,Romantic TV Comedies,Korean TV Shows",English,Series,3.0,Japan,< 30 minutes,Howard Zieff,Laurice Elehwany,"Macaulay Culkin, Jamie Lee Curtis, Dan Aykroyd, Anna Chlumsky",PG,6.9,53.0,56.0,2.0,5.0,59489799.0,1991-11-27,2021-01-01,"Columbia Pictures Corporation, Imagine Entertainment",https://www.netflix.com/watch/80999062,https://www.imdb.com/title/tt0102492,"In need of money, a woman agrees to act as the cousin of a rich heir to appease his grandfatherâ€™s dying wish to see his long-lost granddaughter again.",72575.0,https://occ-0-988-993.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb7qLtne3Dxbvi6HmpW1o_RvAH3qUhROtSYFOrnSQFNsWSIG0C-t_ei5dHJ4ZhuitSRbAqnZSQ2BrEF5Te_i7o1uBg.jpg?r=7a6,https://m.media-amazon.com/images/M/MV5BYWM2ZDliNjItZTcxOC00NTY2LWE1ODctNzRhNGM3YWIyYjBiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,https://www.youtube.com/watch?v=VDphy_R8z6g,YouTube
The Elephant Man,"Biography, Drama","Movies Based on Real Life,Dramas,Independent Movies,Movies Based on Books,Period Pieces,Award-winning Dramas","English, French",Movie,4.2,"Belgium,France",> 2 hrs,David Lynch,"Frederick Treves, Eric Bergren, Ashley Montagu, David Lynch, Christopher De Vore","John Hurt, Anthony Hopkins, John Gielgud, Anne Bancroft",PG,8.1,92.0,78.0,10.0,22.0,26010864.0,1980-10-10,2021-01-01,Paramount,https://www.netflix.com/watch/60011111,https://www.imdb.com/title/tt0080678,"With a disfigured face and barely perceptible speech, John Merrick endures ostracizing behavior as a sideshow attraction in mid-19th century England.",220688.0,https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdLJ8M94Z_fp4xhqlXtZFZ8q9b_gANXReqKUFt3uMFI1nNH-4uG60SywL7r2o_ezp_jVRL3hpQft555roJTA_iMA-g.jpg?r=055,https://m.media-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=um517-E9AvY,YouTube
Under the Silver Lake,"Crime, Drama, Mystery, Thriller","Dramas,Crime Movies,Crime Dramas,Mysteries",English,Movie,3.1,Australia,> 2 hrs,David Robert Mitchell,David Robert Mitchell,"Andrew Garfield, Wendy Vanden Heuvel, Deborah Geffner, Riley Keough",R,6.5,59.0,60.0,3.0,9.0,46083.0,2019-04-19,2020-12-30,"Salem Street Entertainment, A24, Pastel, Vendian Entertainment, Mongrel Media",https://www.netflix.com/watch/80990376,https://www.imdb.com/title/tt5691670,"In this modern-day noir, an obsessive slacker searches L.A. for his missing neighbor and discovers an underworld labyrinth of conspiracy.",33843.0,https://occ-0-320-2568.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZ2e5x4y2yrrjqkz-NJ11I79H83DzdhJaD_SEmLqukEoZOqW-duqZKePsuLoh6pShW1fR1nrTUMgPN6MpnwI01KRAw.jpg?r=6ba,https://m.media-amazon.com/images/M/MV5BYjY0NTA5MGItNDU1Yy00ZmE3LWI5NGItZDY5OGUxZjYzZGQ5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,https://www.youtube.com/watch?v=mwgUesU1pz4,YouTube
Butterfly,Drama,"Korean Movies,Documentary Films","Spanish, Gallegan, Latin",Movie,4.9,South Korea,1-2 hour,José Luis Cuerda,"Rafael Azcona, José Luis Cuerda, Manuel Rivas","Uxía Blanco, Manuel Lozano, Gonzalo Uriarte, Fernando Fernán Gómez",R,7.6,96.0,69.0,6.0,19.0,2092682.0,2000-08-18,2020-12-28,"Canal+ España, Sogotel, Los Producciones del Escorpion, TVG, Televisión Española (TVE)",https://www.netflix.com/watch/81396514,https://www.imdb.com/title/tt0188030,"Seventy-eight years into marriage, love endures for one Korean couple as they live out their final shared years together in their rural home.",8277.0,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbRvXPVu3h2eQJJOY-KiloSpJtUKPpynSpWjeDVyHepAZ7vCz_gtQB9F-_PlSFRAKqRj70s9ySzwJAF5fW2Yaa1bRA.jpg?r=345,https://m.media-amazon.com/images/M/MV5BZTAwNzQ1MTktZDRmMi00OTZjLWJmNjctMGM3ZTQxNjNlYTA4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,https://www.youtube.com/watch?v=JSgUBrnRpAk,YouTube
High Life,"Adventure, Drama, Horror, Mystery, Sci-Fi, Thriller","Sci-Fi & Fantasy,Sci-Fi Dramas,Thriller Movies,Sci-Fi Thrillers,German Movies",English,Movie,3.6,South Korea,1-2 hour,Claire Denis,"Nick Laird, Geoff Cox, Claire Denis, Jean-Pol Fargeau, Andrew Litvack","Mia Goth, Juliette Binoche, André 3000, Robert Pattinson",R,5.8,82.0,77.0,5.0,15.0,1225852.0,2019-04-12,2020-12-28,"Pandora Filmproduktion, arte France Cinéma, A24, Andrew Lauren Productions, Arte, Alcatraz Films, BFI Film Fund, Madants",https://www.netflix.com/watch/81032217,https://www.imdb.com/title/tt4827558,A crew consisting of death-row prisoners and a duplicitous doctor sets out on a mysterious journey to the outer reaches of space.,29177.0,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV4nE24HuAs07o_LugSCVe3_ylC8UIarHO9cEvJNYILq1iD46ZqNArVpRa6KEGocKN5ftBJmfA2Y5U31798mrz89-Q.jpg?r=e6c,https://m.media-amazon.com/images/M/MV5BMDNjN2NjYmItMjAyZi00NmNkLWJmYTQtYzcwZGRiM2RmNGNlXkEyXkFqcGdeQXVyODUxNjcxNjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=AtOwfo1ypOw,YouTube
Evils Wave,Drama,"TV Mysteries,TV Thrillers,TV Shows Based on Books,Japanese TV Series","Swedish, Finnish",Series,3.5,Japan,< 30 minutes,Mikael Håfström,"Jan Guillou, Mikael Håfström, Hans Gunnarsson","Gustaf Skarsgård, Linda Zilliacus, Henrik Lundström, Andreas Wilson",Not Rated,7.8,68.0,61.0,9.0,10.0,15530.0,2003-09-26,2020-12-28,Moviola Film och Television AB,https://www.netflix.com/watch/81367819,https://www.imdb.com/title/tt0338309,A young man who survived a childhood kidnapping that left his mother dead becomes the prime suspect in a recent string of gruesome femicides.,35722.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV9mY_7VGKrKfJ0unrrMpwI6Vufl6jHD2GMW7-ZkMKMGlmyMiXJSJos47W0djt_3N932mbNGDp-GKNzlAacqfT2OsA.jpg?r=173,https://m.media-amazon.com/images/M/MV5BMzYwODUxNjkyMF5BMl5BanBnXkFtZTcwODUzNjQyMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=ZDbnniZh4X4,YouTube
Just Mercy,"Biography, Crime, Drama","Movies Based on Real Life,Social Issue Dramas,Dramas,Crime Movies,Crime Dramas,Movies Based on Books",English,Movie,3.8,"Australia,Japan",> 2 hrs,Destin Daniel Cretton,"Andrew Lanham, Destin Daniel Cretton, Bryan Stevenson","Michael Harding, Jamie Foxx, Charlie Pye Jr., Christopher Wolfe",PG-13,7.6,85.0,68.0,10.0,15.0,36001502.0,2020-01-10,2020-12-27,Netter Productions,https://www.netflix.com/watch/80207506,https://www.imdb.com/title/tt4916630,"An idealistic, talented young lawyer heads to Alabama to defend death row inmates in need of proper legal representation. Based on a true story.",47215.0,https://occ-0-2567-2568.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTk53UvvChwPEGiI9znVMdyTk6ve94Ix9a6pgTm1QfiBN6gD98rUp6qhaJnVzDIQTfWczimznCPRZOhdn-uuK921mg.jpg?r=8bf,https://m.media-amazon.com/images/M/MV5BYmM4YzA5NjUtZGEyOS00YzllLWJmM2UtZjhhNmJhM2E1NjUxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=GVQbeG5yW78,YouTube
Judy & Punch,"Biography, Drama, Romance","Dark Comedies,Social Issue Dramas,Crime Comedies,Australian Films,Dramas,Comedies,Period Pieces",English,Movie,3.6,United Kingdom,1-2 hour,Rupert Goold,"Peter Quilter, Tom Edge","Finn Wittrock, Rufus Sewell, Jessie Buckley, Renée Zellweger",PG-13,6.8,81.0,66.0,23.0,61.0,24313888.0,2019-10-04,2020-12-27,"Roadside Attractions, BBC Films",https://www.netflix.com/watch/80999717,https://www.imdb.com/title/tt7549996,"After her violent, boozy husband Punch lashes out and wrecks her life, gifted puppeteer Judy teams up with a band of outcasts to exact revenge.",41429.0,https://occ-0-3466-3467.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSFNpU5HELg_AmBnfxxhF5eIfINllcQes2qQAi_RFTY9Zk0ZCkPsOEz13j6W6UUsi37aH8pbm8-iGmuAcy549xZ2Lw.jpg?r=e0c,https://m.media-amazon.com/images/M/MV5BYmE0OTE5NWItMGYyZi00MzUxLWFjN2QtYzBkZGRjZGVmMGFmXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=iCfGxxLXJYc,YouTube
Grandmas Last Wishes,"Comedy, Drama","LGBTQ Movies,Comedies,Mexican Movies",English,Movie,3.9,"Lithuania,Poland,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Canada,Portugal,Mexico,Hungary,Slovakia,South Africa,Sweden,Thailand,Netherlands,Singapore,Germany,Argentina,Turkey,Israel,Switzerland,Australia,United Kingdom,Brazil,Malaysia,India,Hong Kong,Japan,South Korea,Russia,France,Colombia,Romania",1-2 hour,Paul Weitz,Paul Weitz,"Lily Tomlin, Julia Garner, Carlos Miranda, Judy Greer",R,6.7,91.0,77.0,5.0,13.0,6980524.0,2015-09-18,2020-12-26,Depth of Field,https://www.netflix.com/watch/81210431,https://www.imdb.com/title/tt4270516,"After Grandma decides its time to put her affairs in order, her family clashes over wholl inherit her house in this sequel to ""Grandmas Wedding.""",14680.0,https://occ-0-4039-1500.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABep3qXuW4P_LFu_wpp76fvrdqzuU1XR9-5-i7ldKMUmU0v_AbT70ygzcve2HRkVAE4xEwu2QoS9TxthQFrIH9jQiQLCSHFdsDsXWYGFjZI5TehyBEZYXx9bvAJM.jpg?r=705,https://m.media-amazon.com/images/M/MV5BMjExMDE2OTIxM15BMl5BanBnXkFtZTgwMDY5NzAyNjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=I0hJ7NHDglU,YouTube
Babyteeth,"Comedy, Drama, Music, Romance","Dark Comedies,Australian Films,Dramas,Comedies",English,Movie,4.2,"Canada,United Kingdom",1-2 hour,Shannon Murphy,Rita Kalnejais,"Sora Wakaki, Toby Wallace, Eliza Scanlen, Michelle Lotters",MA-17,7.2,94.0,77.0,27.0,22.0,4507.0,2020-06-19,2020-12-23,"Screen Australia, Whitefalk Films, Create NSW",https://www.netflix.com/watch/81173335,https://www.imdb.com/title/tt8399664,"Seriously ill teenager Milla shocks her overprotective parents when she falls for Moses, a drug-dealing dropout whos surprisingly good for her.",9757.0,https://occ-0-2603-999.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdQEbd5nN7_GNrjw2pUunCK1v-QB4Apt0MfpFLoONsgCOJszasfRpjBENXNqsKcgMXxpdmd-Wc1Rlbeyz0IHfnEbog.jpg?r=9f8,https://m.media-amazon.com/images/M/MV5BMGRhMzRkYzEtMDBjNy00YjkxLWJjNzctNzEwNGNhZDUyZWI0XkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,https://www.youtube.com/watch?v=M6E8gPmz7n4,YouTube
What If,"Comedy, Romance","Romantic Dramas,Dramas,Romantic Movies,Turkish Movies,Turkish Dramas,Romantic Turkish Movies",English,Movie,3.3,Turkey,1-2 hour,Michael Dowse,"T.J. Dawe, Michael Rinaldi, Elan Mastai","Zoe Kazan, Adam Driver, Daniel Radcliffe, Megan Park",PG-13,6.8,74.0,59.0,2.0,8.0,3493000.0,2014-08-15,2020-12-12,"No Trace Camping, Caramel Films, Fastnet Films",https://www.netflix.com/watch/81161594,https://www.imdb.com/title/tt1486834,A filmmaker faces a choice that could result in two diverging lives: one in which he finds love and another that drives him to the edge.,71158.0,https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcAqiHIcDbpHSXZL1lYDXVDo2tmNd0Q5cxJXZPB-HALxZrEmJcmp_5UdZC4ywMo9AKLPvxPUnNHrC54mvAnHRhhDrw.jpg?r=c84,https://m.media-amazon.com/images/M/MV5BMTcyODc4Njg4OF5BMl5BanBnXkFtZTgwNDIwNDA4MTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=-VJmjBYvc6Q,YouTube
Gilberts Grim Revenge,"Documentary, Biography, Comedy","Children & Family Movies,Comedies,Movies Based on Books,Family Features,Family Comedies,Norwegian Movies",English,Movie,8.7,Sweden,1-2 hour,Neil Berkeley,"James Leche, Neil Berkeley","Joy Behar, Gilbert Gottfried, Dave Attell, Richard Belzer",TV-MA,7.5,95.0,73.0,1.0,1.0,8362.0,2017-04-01,2020-12-12,Gravitas Ventures,https://www.netflix.com/watch/81351677,https://www.imdb.com/title/tt6495526,"Young Gilbert has an extreme — and extremely embarrassing — allergy to eggs. When his weird aunt deliberately serves them to him, he plots revenge.",716.0,https://occ-0-318-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeOBt2e-9uSnfusSxXH9lJxvsw9GhMcQ5070oEoYs9PTF1M6dcM1hmGio-tXs6qDGctUBmRFWZuoFlSLPmj0ZsK2kw.jpg?r=2d3,https://m.media-amazon.com/images/M/MV5BOGU5NjFlMmUtMjBkNy00YWUyLWJkZjktMDI1YjVlNWE2OGMyXkEyXkFqcGdeQXVyMjM0MzI4NjQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=FLa3XVMfUzo,YouTube
Deck the Halls,"Comedy, Family","Action & Adventure,Dramas,Crime Movies,Crime Dramas,Crime Action & Adventure,Movies Based on Books,Mysteries","English, German",Movie,1.4,Sweden,1-2 hour,John Whitesell,"Matt Corman, Chris Ord, Don Rhymer","Danny DeVito, Kristin Chenoweth, Kristin Davis, Matthew Broderick",PG,5.0,6.0,28.0,1.0,8.0,35093569.0,2006-11-22,2020-12-12,"New Regency Pictures, 20th Century Fox",https://www.netflix.com/watch/70259820,https://www.imdb.com/title/tt0790604,"Just before the holidays, Det. Regan Reilly and cleaning woman-turned-private eye Alvirah Meegan investigate the kidnapping of Regans father.",23597.0,https://occ-0-318-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeEA--Q9C20EEhb4J92iFV-JpuZ5Fnm37LKiAtGqPR2aLEEC3QwgW7_UGtM05CP4izwHlmnrgPqosO4VgD1-qkoVmg.jpg?r=c1b,https://m.media-amazon.com/images/M/MV5BMTIzNjA4OTM0OV5BMl5BanBnXkFtZTcwMDgwODkzMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=7mGT_IC4oxM,YouTube
I Can Only Imagine,"Biography, Drama, Family, Music","Films Based on Real Life,Dramas,Faith & Spirituality,Music & Musicals",English,Movie,2.8,"Argentina,Mexico,Colombia",1-2 hour,"Jon Erwin, Andrew Erwin","Alex Cramer, Jon Erwin, Bart Millard, Brent McCorkle","Madeline Carroll, Trace Adkins, J. Michael Finley, Dennis Quaid",PG,7.3,63.0,30.0,6.0,4.0,83482352.0,2018-03-16,2020-12-12,Kevin Downes,https://www.netflix.com/watch/80208955,https://www.imdb.com/title/tt6450186,"Based on MercyMes 2001 Christian rock ballad, this faith-based drama follows the emotional life story of the songs composer Bart Millard.",14390.0,https://occ-0-3479-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSPuVBvKJGQSajk6i73PkHK7lvLBK9HliLpxjLG-zmICn1MfYPgjPOpZUIhH3DQ3bsemgc5I2Bjf7ZHQb7xh7vFSdw.jpg?r=8ae,https://m.media-amazon.com/images/M/MV5BMTRjNDc5NTAtZGJlYS00NTg4LTk2NTEtNGUwY2NiZWM3YTY2XkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg,https://www.youtube.com/watch?v=KIkOAgxkAc8,YouTube
Mystery,"Adventure, Comedy","Drama Programmes,Fantasy TV Programmes,TV Programmes Based on Books,Singaporean Programmes",English,Series,3.2,"Singapore,Malaysia",< 30 minutes,Jay Roach,Mike Myers,"Mike Myers, Mimi Rogers, Michael York, Elizabeth Hurley",PG-13,7.0,71.0,51.0,3.0,8.0,53883989.0,1997-05-02,2020-12-12,"Moving Pictures, New Line Cinema, Eric&#39;s Boy, Capella International",https://www.netflix.com/watch/81309011,https://www.imdb.com/title/tt0118655,"In a series of spine-chilling tales, characters navigate supernatural, dreamlike realities in which space and time know no bounds.",221785.0,https://occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVTBC4GsAE0azPSW-ldzEAhwtA_uT2X-iVQ_Z7XHYTc5VTtqtHPFSk-MTNkcnraCqXiKYitOwsfGYM2j5_sfsCylcQ.jpg?r=722,https://m.media-amazon.com/images/M/MV5BMWUwMmEwY2QtMGZmZC00ZDVjLTg1NDgtMmI0MmZmYmM4NGIxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,https://www.youtube.com/watch?v=5YEVQDr2f3Q,YouTube
Me & You vs The World,"Biography, Crime, Drama","Romantic Dramas,Dramas,Romantic Films,Films Based on Books,Indonesian Films","English, French",Movie,4.2,"Singapore,Thailand",1-2 hour,Steven Spielberg,"Frank Abagnale Jr., Jeff Nathanson, Stan Redding","Martin Sheen, Leonardo DiCaprio, Christopher Walken, Tom Hanks",PG-13,8.1,96.0,75.0,16.0,46.0,164615351.0,2002-12-25,2020-12-12,"Amblin Entertainment, DreamWorks SKG, Parkes/MacDonald, Splendid Pictures",https://www.netflix.com/watch/81324866,https://www.imdb.com/title/tt0264464,"When a young man launches an outdoor adventure program, he forms a bond with a student that opens both of them up to new possibilities.",837936.0,https://occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS4eQbKAIqGFR-ZqVspIDWXTaMegLk9GNk-pHUoMI2QTF720r8U4TdoP2bLg6M2eOR181NTDaZXEICzdD58xDJSgdQ.jpg?r=c6b,https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg,https://www.youtube.com/watch?v=71rDQ7z4eFg,YouTube
The Way Back,"Adventure, Drama, History","Sports Movies,Dramas,Sports Dramas","English, Russian, Polish, Tibetan, Mongolian",Movie,3.5,Australia,1-2 hour,Peter Weir,"Slavomir Rawicz, Keith R. Clarke, Peter Weir","Alexandru Potocean, Ed Harris, Colin Farrell, Dragos Bucur",PG-13,7.3,74.0,66.0,4.0,5.0,2701859.0,2011-01-21,2020-12-12,Exclusive Films,https://www.netflix.com/watch/81264235,https://www.imdb.com/title/tt1023114,"A former high-school basketball star is hired to coach at his alma mater, and battles alcoholism and personal demons on his bumpy road to redemption.",110733.0,https://occ-0-1379-2568.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbsGoLnwEyJDZD3-hnwqcf6Yy90sAqJHyQeO7ydCTeRbAjYRxZ96CniWh800C3mw-0AgueG9g6IWHwdEfi90ZrPLiQ.jpg?r=d4e,https://m.media-amazon.com/images/M/MV5BMTg5MTc5MTM3Ml5BMl5BanBnXkFtZTcwMDI2NzgwNA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=mMRJonfmQY0,YouTube
The Whistleblower,"Biography, Crime, Drama","Action & Adventure,Chinese Movies,Mysteries,Action Thrillers","English, Romanian, Russian, Serbian, Ukrainian",Movie,3.4,Australia,> 2 hrs,Larysa Kondracki,"Larysa Kondracki, Eilis Kirwan","David Strathairn, Vanessa Redgrave, Monica Bellucci, Rachel Weisz",R,7.1,75.0,59.0,8.0,11.0,1124966.0,2011-10-27,2020-12-12,Samuel Goldwyn Films,https://www.netflix.com/watch/81280952,https://www.imdb.com/title/tt0896872,A Chinese expat working for an Australian mining firm stumbles into a conspiracy involving a corporate cover-up and dangerous technology.,31769.0,https://occ-0-1379-2568.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZ5icnSs7BWYwsrZTrnO1y3Qg_K8SbBbR-CgeaOvXS1ioXBgPdHYAP7lo-g3eIh_xkslmDtNWWfZ3HTrrd7-xKmslQ.jpg?r=5ae,https://m.media-amazon.com/images/M/MV5BMTkwNzU4MDk1OF5BMl5BanBnXkFtZTcwMjIyMjg4NQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=E56OYUV7BWw,YouTube
